total_price,Quantity
7120.71,9
7120.71,9
7120.71,9
7120.71,9
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
247.03,1
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
494.06,2
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
988.12,4
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
1976.24,8
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
3247.72,7
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
4224.15,5
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
8448.3,10
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
3955.95,5
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
7911.9,10
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
2373.57,3
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4747.14,6
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
4175.64,9
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
844.83,1
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
1689.66,2
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
3379.32,4
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
6758.64,8
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
463.96,1
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
927.92,2
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
1855.84,4
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
3711.68,8
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
2319.8,5
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
4639.6,10
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
1235.15,5
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
2470.3,10
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
1729.21,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5538.33,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
5913.81,7
2223.27,9
2223.27,9
2223.27,9
2223.27,9
2223.27,9
